indicateur_id,nom_indicateur,nom_origine,theme,definition,unite,source,annee,statut,table_pg,mode_stockage,colonne_valeur,filtre_indicateur,colonne_territoire,libelle_court,secteur,dispo_province,dispo_commune,sens,mots_cles
51,Âge quinquennal (%) - 35-39 ans,Âge quinquennal (%) - 35-39 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 35-39 ans,territoire_id,Âge quinquennal — 35-39 ans,Démographie,True,True,neutre,
52,Âge quinquennal (%) - 40-44 ans,Âge quinquennal (%) - 40-44 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 40-44 ans,territoire_id,Âge quinquennal — 40-44 ans,Démographie,True,True,neutre,
53,Âge quinquennal (%) - 45-49 ans,Âge quinquennal (%) - 45-49 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 45-49 ans,territoire_id,Âge quinquennal — 45-49 ans,Démographie,True,True,neutre,
54,Âge quinquennal (%) - 5-9 ans,Âge quinquennal (%) - 5-9 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 5-9 ans,territoire_id,Âge quinquennal — 5-9 ans,Démographie,True,True,neutre,
55,Âge quinquennal (%) - 50-54 ans,Âge quinquennal (%) - 50-54 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 50-54 ans,territoire_id,Âge quinquennal — 50-54 ans,Démographie,True,True,neutre,
56,Âge quinquennal (%) - 55-59 ans,Âge quinquennal (%) - 55-59 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 55-59 ans,territoire_id,Âge quinquennal — 55-59 ans,Démographie,True,True,neutre,
57,Âge quinquennal (%) - 60-64 ans,Âge quinquennal (%) - 60-64 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 60-64 ans,territoire_id,Âge quinquennal — 60-64 ans,Démographie,True,True,neutre,
58,Âge quinquennal (%) - 65-69 ans,Âge quinquennal (%) - 65-69 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 65-69 ans,territoire_id,Âge quinquennal — 65-69 ans,Démographie,True,True,neutre,
59,Âge quinquennal (%) - 70-74 ans,Âge quinquennal (%) - 70-74 ans,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 70-74 ans,territoire_id,Âge quinquennal — 70-74 ans,Démographie,True,True,neutre,
60,Âge quinquennal (%) - 75 ans ou plus,Âge quinquennal (%) - 75 ans ou plus,demography,"Répartition de la population par groupe d'âges de cinq ans, en pourcentage de l'effectif total. L'ensemble des groupes se complète à cent, et leur profil dessine la pyramide des âges du territoire. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,Âge quinquennal (%) - 75 ans ou plus,territoire_id,Âge quinquennal — 75 ans ou plus,Démographie,True,True,neutre,
61,État matrimonial des 15 ans et plus (%) - Célibataire,État matrimonial des 15 ans et plus (%) - Célibataire,demography,"Répartition de la population âgée de 15 ans et plus selon la situation matrimoniale déclarée au recensement — célibataire, marié, divorcé, veuf — en pourcentage de cette population. Elle ne renseigne pas les unions non enregistrées ni les séparations de fait. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,État matrimonial des 15 ans et plus (%) - Célibataire,territoire_id,État matrimonial des 15 ans et plus — Célibataire,Démographie,True,True,neutre,
62,État matrimonial des 15 ans et plus (%) - Divorcé.e,État matrimonial des 15 ans et plus (%) - Divorcé.e,demography,"Répartition de la population âgée de 15 ans et plus selon la situation matrimoniale déclarée au recensement — célibataire, marié, divorcé, veuf — en pourcentage de cette population. Elle ne renseigne pas les unions non enregistrées ni les séparations de fait. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,État matrimonial des 15 ans et plus (%) - Divorcé.e,territoire_id,État matrimonial des 15 ans et plus — Divorcé.e,Démographie,True,True,neutre,
63,État matrimonial des 15 ans et plus (%) - Marié.e,État matrimonial des 15 ans et plus (%) - Marié.e,demography,"Répartition de la population âgée de 15 ans et plus selon la situation matrimoniale déclarée au recensement — célibataire, marié, divorcé, veuf — en pourcentage de cette population. Elle ne renseigne pas les unions non enregistrées ni les séparations de fait. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,État matrimonial des 15 ans et plus (%) - Marié.e,territoire_id,État matrimonial des 15 ans et plus — Marié.e,Démographie,True,True,neutre,
64,État matrimonial des 15 ans et plus (%) - Veuf.ve,État matrimonial des 15 ans et plus (%) - Veuf.ve,demography,"Répartition de la population âgée de 15 ans et plus selon la situation matrimoniale déclarée au recensement — célibataire, marié, divorcé, veuf — en pourcentage de cette population. Elle ne renseigne pas les unions non enregistrées ni les séparations de fait. [Traçabilité : vérifié : 441/441 valeurs concordantes avec la source HCP.]",%,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_rgph2024_population_demogra,long,valeur,État matrimonial des 15 ans et plus (%) - Veuf.ve,territoire_id,État matrimonial des 15 ans et plus — Veuf.ve,Démographie,True,True,neutre,
65,menages_2014,menages_2014,demography,"Nombre de ménages du territoire. Un ménage réunit les personnes qui partagent le même logement et le même budget, qu'elles soient apparentées ou non ; une personne vivant seule constitue un ménage à elle seule. [Traçabilité : source RGPH 2024 (populations légales 2014 et 2024).]",ménages,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2014,actif,demography_demography_population_population_1,long,valeur,menages_2014,territoire_id,Ménages (2014),Démographie,True,False,neutre,
66,menages_2024,menages_2024,demography,"menages_2024. Thème : demography. [Traçabilité : source RGPH 2024 (populations légales 2014 et 2024).] MASQUÉ : millésime 2024 déjà porté par un indicateur à couverture communale, valeurs identiques sur les 9 territoires communs. Conservé en base pour l'ancien fiche.py.",nombre,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_population_1,long,valeur,menages_2024,territoire_id,Ménages (2024),Démographie,False,False,neutre,
67,population_legale_2014,population_legale_2014,demography,"Effectif officiel de la population d'un territoire au recensement, seule référence opposable pour les usages administratifs. Elle additionne la population municipale et la population comptée à part, c'est-à-dire les personnes rattachées au territoire mais résidant dans une collectivité : casernes, internats, établissements de soins de longue durée. Elle ne mesure pas le nombre de personnes présentes un jour donné : un recensement compte les résidents habituels, non les présents. [Traçabilité : source RGPH 2024 (populations légales 2014 et 2024).]",hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2014,actif,demography_demography_population_population_1,long,valeur,population_legale_2014,territoire_id,Population légale (2014),Démographie,True,False,neutre,population habitants
68,population_legale_2024,population_legale_2024,demography,"population_legale_2024. Thème : demography. [Traçabilité : source RGPH 2024 (populations légales 2014 et 2024).] MASQUÉ : millésime 2024 déjà porté par un indicateur à couverture communale, valeurs identiques sur les 9 territoires communs. Conservé en base pour l'ancien fiche.py.",hab,RGPH 2024 — Recensement Général de la Population et de l'Habitat (HCP). https://resultats2024.rgphapps.ma/,2024,actif,demography_demography_population_population_1,long,valeur,population_legale_2024,territoire_id,Population légale (2024),Démographie,False,False,neutre,
